,nickname,lane,team,country,tier,point,name,accountId,id,puuid
189,Weiwei,Jungle, Suning Gaming,China,Grandmaster,737,zzzzzzzzz2,04bKNAc-AOuMdckMN2Qx_CGZceH0SIQJizRGLXV02-bePj_3JaTnCqJB,sRWeoho77c4o3sngv1wJ2tI-vv7N_zhtqLCWGdo9W1_cdwk,jP0YCi5VQ0SSpzVRzPpRrDLm5VptoeD-KnqTC3wwDaK_afsj19gyyWZ34p0ChywINxK1NHJNyq-SIA
191,Dread,Jungle, Afreeca Freecs,Korea,Grandmaster,728,오리지널찰떡쿠키,NLaPt5csW5R6yeD0_NgAFyqx2aMwx09h_2a0ssC9ax1w350iG6xcCpJ6,1Ot5fsfdTyOv6L6fCDafSY0sjx6bRm95YAYquYGqEr0U1qk,ShLHiX9bbmiO4iDM4mQih5HKo3nvffpCprbLuUnk69uGeswphn5SjVmtT8AAWrpuXws050HZqoN6kQ
192,clx,Mid, V5 87,China,Grandmaster,728,tttttttEEn,0syIw3SCtc2CKDvGXV_rxJQhDVNsD94J0kzptmjClKOd19sxRL6LCDtq,RYgSGqdugWYNDu058O8jHQIiyhxiF2VtK0k56RoOeKIISec,5YM-7-xzWbxtC0O0cIwI93UDNH5R8IoC-SdrtH1hxx8XHr0PS0sLaAok62ZSWkN_cJhcG_zzWFpRNw
194,Mia,Support,No Team,Korea,Grandmaster,723,FA Mla,0373EVa-ug90f1XRtdf_ltl2O-EaCrFWXU2YPjqST9_yUyc,2xPMt37RVd9OcUbKm-DrBow89ibKXoDSc4LK-DiS9a1OGtg,iCo2iD2oWWymyPc5aX6ACafZiXU7RsG_DsMxuyjatNPprKu4hphNH9RUMRocIFVKfScrK6Tu2g6jFg
195,FireRain,Mid,No Team,Korea,Grandmaster,722,By 불비,cjwtbU6TxKrDSpJgxaoIX-tt8WJT5Dcqm6pu5Q7hFtqmqqg,NBTYzGspEawZbDLrPIlPHtcwqvknklJVLOAfJrEXfklP6T0,TmkaknMaA-Um0ZoeURM9LiDK74cDDqheHGzc2y8o_KZdiXj8B4wvvqbze38QSjFNDhem-ngXdCaTQg
196,Serenity,Support (Sub), Awesome Spear,Korea,Grandmaster,720,유럽가는세레니티,czGfdYJHwDhMsO_fJnvw2kX2Rco-WmD1mx8dy81H2McciTs,Ahrwub0feEd5rmGAJw73Z04MvoFPf6wFpcXRcVKPQPeBeiI,8GwYWhIGR_l_GBeRf5na4qkGmILKytupSoSOJF3n4Ioa6oF-Z1-EogSPequ8_MNR9abIH20BgWmq9A
197,LoveLing,Jungle,No Team,China,Grandmaster,718,다시일어낭,OrMhA2PydWqctBG0z5VsBAZztDvFcM2gS4pHHym-P1_OtOM,_ww5CoGGptlfyyjsXhtlQqWm4CopyI-H5zPevsghgvQqpFk,g3SoI7G25KHcCnWhFjJ4KwRDxOPWbg1mOlsLkphFAlquYLWjkSeBzPrV9UNhoMuUsF1yU4Sev7ITOA
198,Wei,Jungle, eStar,China,Grandmaster,716,daydayup,y26HCHEArCd6lnbCe37QN2ganLGQvgeI8zZoPnLbePZL06rtyEptCJVm,xfl4j4Tg9XoFIk2Az8dPAwtmTeBX_cKMAcfbyah4CYzHaa8,-9eTqYavvIxrEB7rSFMidLsmxLQFBd0p3002r1jJ94NsCChfDrI-vJoZq82qEJZV5C6ezt-53ccZfA
199,Revelation,Support, DAMWON Gaming Academy,Korea,Grandmaster,712,DWG revelation,3dm_f20-qEv4Zag-_bOi_ycMMitWvkFD9dcbAnml4RWIGHG53wLxzpoo,eXyyXTxm8R-TCcUCe4kZ-T9xHWUY-CAxO0yS89DcaqS9MWw,nNTFbLnLVyo4WSzD2s73oD62MLXZtMETgK4vkLZi3sSPg94Toi87Zjh0NeRXL-fhWDdo74OPU-8B-Q
200,TaNa,Top,No Team,Korea,Grandmaster,712,Victoria Island,lN96Na3ZYJE2vGeKkarH7odb0OcH6UtBM-TJY_k6dtAERhk,qR2S50umKx6x-crjA9L3mWOVysUOUH0BNovalQJru13MOy8,9cxcCY8KlNoBhtW3GHe1TtuBJXzjxVfqXhjn5oFhAadi5B5wiBAh4k5uVZeZuaoxvTOH3HZJ1_IrYQ
201,Thal,Top,No Team,Korea,Grandmaster,709,ThallahT,ALIeniFiwl_I6K49NlkV4eg6AtvoNvwssYGCAlu2MJMr5qw,gLj0l1nXU4SsGHwuniEaRSsS1ZmM8CyV7r59GDfi3GZmcjg,pfNYwHSLK_5K_F0mX9wbSZZLKT-c-MDiwYjt2EpJfLUgBYbLJvpdUgMsgDf7E6GdDB8f_aHNtyvv7A
202,Kingdom,ADC, SeolHaeOne Prince,Korea,Grandmaster,706,SP Kingdom,4pl-ZTDH5hZs1FhqBtL0ba0Qhol_fpXyfJrvGqI71M3Imzs,_Q4uPzJC4o_exiyoFnw3pF05XD0IBgoGAvTmZWesVMglNt8,2s9o6umSQdomkihtEHPRF9h6M49r4fC2ZRaP60YZKtQ83jKKegs2qms9odiG0UY_LL_SVP4MYUdK8g
203,Aodi,Top, EDward Gaming,China,Grandmaster,701,eren헌터,0hAp7qRG9zqqtDmYjypc8r3hCNr0u8GWkMcskDNfuXNA,aDzTFfQLr9TrM_9oPFUfhxwgrQLXChUjz5mVXN8JqYzU3A,q_wWfRwTRO8gv0V1FU8BTJOiAWqA8k3KYGhM4FCm47vuAmJdX4vsvJbdantHWXbzjaUefSayxP-qSw
204,huanfeng,ADC, Suning Gaming,China,Grandmaster,701,cu xin chao ren,yRWkEYmKna6GEmW_Phzkc7GXYsGt-N_qk8_AHRzhH1lcf9U,rZinpomWr4d6Oq1X3k1T_qJGVGJot4xLksr_mqo5JWYlyMM,SsYAMvt5J5Van-lQKTyjflthHc0gZXeeQCWKgiDv8lXJpJmkYvrUzLhxln2q5yWbun1HyqdYDWEypw
205,Lindarang,Top,No Team,Korea,Grandmaster,700,간다라쿤다,27j-IObrj5VmgL02G-PqHDdiFCTocuFBS7vg1rahRMD3wbs,L1tPDsmKbOLR_A55dVH2fUWxP93FsVsYLkSLCxP_Ri8KKpo,PzAjlc4oMFhYe1YHBaGGgErjLdU0xvNf_U-0RLEjNBOP0C5yWweOolzOjgRUDkS27A0J_peDQ9Iaqw
206,Sylvie,Jungle, Team Dynamics Academy,Korea,Grandmaster,700,Dyn sylvie,73iY9WaiZ8NTi0im1I7aCCKNpfKts6slX18reOcilFoUKU9puFXvqEFO,s6ZoV7RNFKhW0kYPF5vqo6-5eSLbpnkRLmC0jrI5u7Mm4o0,P9ItWG1GdppgCiKbspx9nj3Ap0cOwoYk2Y-y7KyEvHmmGwJCUSE91fNhj6PB6Bs-M8lMm3h4vfQzzA
207,Reheal,Support, Invictus Gaming,China,Grandmaster,694,a diamond,86VAQbm3zwhfVRT6LWmleBQo6AZHBuH2ziuqPf4VoHmGpZWWSvo5LNVT,h2l8tYtS2Q93j8t38SPghYxPXZZ3D5YS4MVy_s_p2S6bLv4,AQk7tkqsHeAvNnIEStxOJoEveicrURXJmToCD8frhJ40HC89UOfx4Hh32g-Umlh_chh2GSGsP2RMJQ
209,SUP,Support, KT Rolster Academy,Korea,Grandmaster,689,KTB SUP,IcRevSTMPSYV_-ymimr5MxfR6Bj3IScK66Be1hvJgE3rR0U,yUCI0Cst7TPKATVajOHdB885ON343gVRwxV0rYlkM4vcoLs,m5MEnv6b6p3JsaoBrEkXUahRUhAS-DrSgYNiLJdaj67E54WUQs94vNFzgpifZ6qd4QLWqC7TTUpbjQ
210,Nuguri,Top,No Team,Korea,Grandmaster,687,해맑은수달씨,ychyFTS4WnFsQbMMlrSVRW4HtvnScYsUdiXl64nEwkttJnejFaXePlLf,RO6HhiVL1tbsFa3goHXd_Z5drlay58bYTsUw6CeuPA8yP78,4o8MEIhDtKbY4XPWbWeoru1ZAnXw6_SKIYizSojWPAtxX8WY9ylTjsjH9TJ2lazPlnmKSpZqGmgYFw
211,ShowMaker,Mid, DAMWON Gaming,Korea,Grandmaster,681,MIDKlNG,jzz60svgGP8VlkNohjCZkRxN63QaCDUcd_Wvith7nMOiZZA,P78_tG15E61Qux5ii4fojR6r26Lu60R25lGxiDfgoxVUpWw,LXZrKrj3dIi8tia4cmTLXQhWpyGWSgYD7xjXQBL7VzTpm-zqu-svZf5HzT7D0aMvWCLvpXqFUrxOGg
213,Focus,ADC, Gen.G Academy,Korea,Grandmaster,680,FA Focus,3z4eisY9bZ9lvOP6QjlHCdmJqiN9TKWUU1s8xihAv6xYuwA,J0rw2ZE1xxumv05M1bkPb4g8MsKXKbF36qK1bqN3EEIOxWc,skFBsAMawkJKfP8B8yCZMW9YbmWmcrfiaJ8r3IxS2fWx4nWHdcm7NQUkiO7j_AGO1niFNC9XeVVRZA
214,starspring2,Top, Afreeca Freecs Academy,Korea,Grandmaster,680,StarSpring2,I48MenRcKvDJPfSXBmbdqvSyphj2QC2SGIufAfFfj8H821-oxGrzbi9v,d4nscmX360GBjvMUdUAjKDtqZh7jgoG7hMB3tFy903ON1zY,8fchlY2Xk5_XYBVB-wIy7QBkne-l1ipeMBbXR8U5ntAR5SsiFrg0r7qhMZw8vVHHBwCUeW9fVuPqfQ
215,Ganknam,Jungle,No Team,Korea,Grandmaster,679,BRB 갱남,2nuN6RfEYCwBvIfsZIwRq-iZz3aoiedm1S9yugxtTUdHcm-kBwtjyyrF,yIxgRwphOst6fQ4ICPWfEUwfQQx4F6Pu1bNXXtnss0DorhQ,M2w8C2sTk2TCeypRCbDsLYhT9dBDcEBCI9DwePKaYUnWpOoaDeXscDuAfGWwJIrTNGKTH9JtfWJ7cQ
216,Ben,Support,No Team,Korea,Grandmaster,674,이해할려고노력중,x7CxQAE36DgKP8DMTvmZlVHGgECKkMtQCZPc30YiUzMGnFWqo9QTHg0I,EWCTeovSjp7ulAQVQpkrF0e4v-a-lH_5tA4tlkdgBFmZez8,zalR8sz7inJM1cY8ZRwJ3tGbbp6M_NhtHCm4idg4Vi9i11vhLLvCEZ0AGhuqwiWeor-QOHqHjXClhw
217,Burry,Jungle, Afreeca Freecs Academy,Korea,Grandmaster,673,AF Burry,KECIXwmKzSbnzOGZWUbbPUBntYNovBGFQ_onzzzR6ypk_IHTnIzWF5M1,DtkIw66HjXsSxAPzOqm_AR5u6QZYrhZw_KWQVIunRXg-dGk,AACfUCFGEIi__IaW6Uzn7OfD3iU6dvOLd4UkFGkbd4HvZWCUPYnRYNmrUbxk5ly4vKXzFyfXUC1HkA
218,View,Jungle, Suning Gaming,China,Grandmaster,673,No Patience,zUyCzacp996UOEu0ZKOIULbtMtQEJagrvMGPjk0XENhrsiSjAOPEUsgT,fDd6IE2sWOJMR-hPc8CWD3xsyKa5M7xjeehAE723-jDeZPw,_-fy6QLg4CtaMivXnSMMiz1GP44sVwDtEwU-XwH2gobB2CIdJketQCb14vcoZcqNTF_PgTVdXRRL7Q
219,QiuQiu,Support,No Team,China,Grandmaster,666,why me so diao,5SZI8Hs2XVpKZIfYpOUFaj3_-5JnUDl6Na5-I6cCtzw-s1w,87_7rEnbFbtVrBdZ5cOX4_X7E2yyiM4H1ahLK02t35NsW5c,EnWSGtjI91_FJXIvQyYvFnb0DWRY1_mbOb9MqYzDDsOsNuwZcxEesmWvzlCOr8LZe3AzXqrNsp7ruA
220,Fiesta,Mid, Team Dynamics Academy,Korea,Grandmaster,665,DYN FIESTA,FSPF9-tspTNyBVuEKF3xedYOtYYyZbB9Tl6lQLQ-jlx3-vbDLXHWaH2k,3DWZQTmkT6VpBSSpmRaHU4zIJU77BnyYWhcP21-otR-iSLg,BwwdgNAZ8XZgnrFeSaX_R3ZZO3mPfaZ4hURBhNJU9gXuoxLkGhzp8rLzXaFkcdpdQBlfLKVc1vhiiA
221,rat,ADC, eStar,China,Grandmaster,665,milaoshu,7h5m0MYEf8pdSr-LySrMK25fGRtmRZ8w8hEwcbV8MC08CPw,-y4MXYv_8dV60lKZNMmThzVgC6ifsr18PM1ipPUKWUwQhBM,qlhzJqe1l8PysFfLzPDGV7aPVj0UxqYkn0a-qyB3JvOphK8SIQehEDlGpj1K24dNGAjgSQaG9ipI0Q
222,Tempt,Mid,No Team,Korea,Grandmaster,661,불독좋아,LQ9OuCPY772JF06pKSHSt1qn05ng_YWKbUUbqWQ6bTYaE34,KzFQvlQtvXEXJ9rWtqddXmmifKsDdEkFUHfhPdylY-94RZ8,hm0KLOalX1HCdk2SU-gNTZESkLHgBmIQlTlO67gFqz78crTDIjSkP08c-lF_90C200647jJT3ktmfg
223,CuVee,Top,No Team,Korea,Grandmaster,659,ROKA 큐베,blsRc1hgLoEPFcnMzHazvjw1E3Z3l6gZWcW8zmM5nZfw,6TEoP_O30MRu5IrSIZ4eHlZ45ZR7JTgKgv928icAubpeyg,V3J-erzaFbHISeVcHtJSIEbvwKqLvfdvXhoVhYsKdYUBqzNCHSsAfUxMeu0zanwswoHlzfUSzZ4yYg
224,Peanut,Jungle, Team Dynamics,Korea,Grandmaster,655,XiaoHuaSheng7,omF5AI-CgMjtAK8tveEoWOCE1DUCuDTT56wF9sJlLwS8cXo,Id6nEVQowl1uZQcm3ceECaSphYXYJkASBAOBkMeytqhH-LM,8ttodM1FCTS1V8MHl8zi8jGDFyo_aUFtrizLrfqv0apl6losVc6T8rDtJ7oMSqymdMMnQutYCv94VQ
225,H4cker,Jungle, Oh My God,China,Grandmaster,654,fan qie guo,8iBdn3SD1JJqGg-WR2E_wX8bEMC0g_5WuueIMg56HKqTHJYmAhEXmgOz,v7L-SsHnEcLus7yA76Vg4BmSC6pMrhI16J5rxr4vx2kvJCI,HBfl4HKYIyj9wNTqfgXouZFTKeBx3XQScT8auILkA1IeLlyrci_keZhCpmt2q5ApNPO4kXgYDfU-PQ
226,iBoy,ADC, Vici Gaming,China,Grandmaster,654,sdasf dfghj,uXEjSzABdE5-xYmEeGG4CCo47D277FbHoPkzZS5vP9_TMoDT0WQw8IpJ,Wx-vSSBJdGvSae7H-bt-ZZVIO8JMk68zVEmF3azM47qsG24,LQU__74gc6WwkNUEMNUvIGNGoH9PidxXUAfwlOEW4lXD_XDhyxoVOUs5_Uw9Clz9-mJs5E80xJOhPw
227,Roach,Top, T1 Academy,Korea,Grandmaster,653,Roach,39_-OmQdw5wXIMF_uMldfOZn35wQ1U_hPOXjyXuXvlRSSys,76OnE-WcLcNRbG2iiKUcxA1eb2AqK7AOD15fABaqRVCh6lc,QxZP6pDgHvSvMRyNo5AU_8Nm69jOGHX7BiHf9Mj1k-PGEI2BfSSgGqg5D44elyu7IKMNShzeK1MWIA
228,Peyz,ADC, Gen.G Academy,Korea,Grandmaster,644,Gen G Peyz,3jSpRiLFB0MTErrim1kg0EcaBr-l2mTRp3O1eOLhEhpzQpy5bTX5u3te,yZ94GGwIDHb3_b3SCZv3Qwk1NnGX_Hemq1990tp-ilcj2aU,LttGiNvo8kzca4oEuJVugg5C63VWz4vicE3VW9KRdWL7AHMnievS9H782xxATke5pQ_4uuxK9WpBmQ
229,7WO,Jungle, Royal Club,China,Grandmaster,641,길이 무거웠다,HEXZM4ycWAUJAd4opinLcee__enOh4qBGbSdwMPV6tigPODEVddScZzZ,0k-QpwxXLPYN3tdsqB4Rnj7_mzJseD8QflCXC8NpG1xt1aI,6OVKXIHZ5k-PxwxWytg1a7pBLYaQ766puiaiPD6XW-FL8nxS_RWM9TddB10sxXr3HPDZRx8Lio0bKA
230,Bandao,Jungle, JingNetGame,China,Grandmaster,641,blyh,okYa6PCRGNg38Uuf0yH_dkXMwPgGl9pZfMVrH0mXCESpephOUwCT_2lJ,6h3MNf5uJ5Gw2nPVglCiQ4t4MwyIq-0vCi54ijazrdscQ9M,A9qlXLwVMwu6-7EhTgZlJgLlAO7_R77RP3blwBceFzQTA_K1CsGrEEJ2Q3VOJMWWsTgeLet3kK4JCg
231,DnDn,Top, Team Dynamics Academy,Korea,Grandmaster,636,DYN DnDn,Iv7tVNGr28oXJD-xaWcTb3KhLcFiJ1fVWNT2FOAOy2NQFZE,8Wswfc5GojDGdMYVXKSQ0xENr8KDeTQNorEVKU4gzdtuUSA,frkpLMl56J8DBGTcVONuuEdMADjC7crdhcl7rkHJJU2pJ4Fw3pxe5VaP_Ie8o7YGxG8Zk8oeowzbYw
232,Roamer,Mid, T1 Academy,Korea,Grandmaster,631,BRB 로머,fPOm1IZaW48mqG3Du3f24YI1mTJs5IT4L-SIUenCONbDSVA,CUZUtQWoBlCmU-gJfV9oVTT6A5QgWrjSR23R5cXLvIE_aes,-rBOhRFGl9gB8mYRg97zxWUDZh2WKv9uTe-asERwFbql76DEeK8dlCSC0bl2wIaUeHE8cNdZE40kHg
233,Lucas,Mid (Sub), Invictus Gaming Young,China,Grandmaster,631,zheduibai,cRJdnteTuGbaQyW5rOLV71iqHlAcVJzBighmGjTNIgHq9tgWLKJcb6Z2,mhQ9Cduo22JNp1lRp1-N95AE5SWmjOdRxKG63AqgSjgQxQ0,Jvhzce7iqw6xcEnIgpAJjO03DCGAnGcA0NF1Al8ovKJpSwrkGAmUIM2vnVQ2NIyG-KvFCgAoNFY8Cw
234,HyBriD,ADC, KT Rolster,Korea,Grandmaster,627,안녕 맬,mhVjau37dW2ccosvOnGWr2YC7IeiYs1RofqvBCXR7w2tMa8,Gb3t6rIc--OdkOUzQd3jsGPrcEGVkZ0lL34hdQWDevbx6Ys,9rUFOKnJQIF0o-Tyyqe6o7GzRmsWDp1r9w0rwr3D-4wpsVXWuDTgjbOuZ-kpKAMStFIed_E2kvaPJA
235,Zoom,Top, JD Gaming,China,Grandmaster,622,Juli Baker,Bu5WcmXt7DurIum6GuXykoRMbcCHrg4_36LompwT2RL47WGTA6NLtOtg,e071VdjvMmerzlXxx2YpAfbmdvf9QK-g_zayZ9JSWMhSmz0,3NxwoAZsCedr7Olo7Ys_iVHjXggGisACU3NAaccgANjmAoaLRca-Vn_HRZX7bEpt0lZDlj-a-Q8W8w
236,Jisu,Top,No Team,Korea,Grandmaster,620,Jisu,f8S3G9D3NtW8-OXqSqjOYO5V4bkIO-ByqN4e69Mvq2T-,lFGXUccZtml4p1lft3g8EeJA8GEMS7C_OghMlapCmnQF1bA,8Vz4z-Rd6guY772HLFWnpasDhdZcB6EQAoJXcwZzlclpz11FmpPTc4iz7GrByOh7K62Ls43c4ERvkQ
238,Clid,Jungle, Gen.G,Korea,Grandmaster,618,Gen G Clid,izaqppi2WX-MMEcq9jXQenukSmS8ZoPsVBZw6WiHQmFKbNk,78nQOhvxJGpJEp0C9YbvBKJtQ7i0TIzSHP4dPIuNb6kMFpI,MYc-KQAa8OyiAWv-K5zW1Cx6qpHXvfskznkuWsDsXik6DJV5g0-mZQ9HFJh4fqmCKVX8pNT9LWchoQ
240,Jiumeng,ADC, Team World Elite,China,Grandmaster,614,boom 1i gei,geXygnGLrAiV0mhUHzsUJZWo7uFSZi5CTa1vFeC7WgKDCAVUdPjmEMTE,vcGc_k6lwK-cP7SzT-pu5dA7KnXhqXcyqWO8lWcP6ZLcIEI,gOdR_XWVo0oG0-G24ulYBX4SP7O_qsLEq4bZJ5C8Pj063TEm4MDBoVGeoiAR4OXvMglG9cwhOJqBVQ
241,Lehends,Support, Afreeca Freecs,Korea,Grandmaster,613,Lehends,d1etJC6NhgKRi7LULTHmN3hTrEzbRz_oB_xvyssXjEDq3fM,aahZ-8FKsikFbba9hOhD_CPaQP6L4dRNMW0yBVHYA6eFXQM,9XlDDfu-V96aMefJIeaalWEZ9-XyUFcVwhUrg5IjXhLfvxzaBb4_3c4UgDIVyVRuvD2QHKjLo1_dyA
242,Youdang,Jungle, Rogue Warriors,China,Grandmaster,613,도법이자연스럽다,3UW_i66dNkOkKCnfwCikWdray9o4vJXYpJDmLxEW7FkP6JLFTpye6mNa,0PfPOW9yHeMn-3BXhE51LjINJcAblIAfP04KxpGtE4ELQ9k,c7703IluoXEoCRV6I6A56IkqcXYP7QQuSuxSF_Xb9xGZaYOMR5MIQ-rezvPJoGHBvxp6Q2_HwjNuTQ
243,yuekai,Mid, Royal Club,China,Grandmaster,612,혼자 만 의 시간1,rZxOia1SzIO71HKx6OHgFxTabtvZ2aiCQCM9TXlowO2Yrp01xKOf1En5,cB_pSZ3jbsc-8dHi_qY0gWgHwXB9z43puURBalSzuDojVXA,pk6C0NL3Rw7Hau_nDSLVhbfnhj2P77L2CxCtCPwZXkOx6QvgZFzj_1NWIeyQXF2lb0nHbpZGDn0_Pw
245,TOP-2,Top, KT Rolster Academy,Korea,Grandmaster,610,akdlsemrhclrl,ruyXVcqQpMPbBfcNAfr5LN79mzkS4xJVy7udjHFDD5DDSOpGegA-2iWb,RmtHhnvqcvNXwon963OPlpd-ChLq5cUR85ey1Y2mqBpM8p4,E0sBf00I-GXJTPOodly-g6ZSVdN3ymaWzDzYyq_3Lg1i2R_T1NkPHP8p8iyTeMYCMGb82RvkCdrg5Q
246,705,Top, Royal Never Give Up,China,Grandmaster,610,나는 매우 슬프다,fUns-gLffZeSdA_zRhgIPlibtnrijMsn4mbUpLpENaoCfnRR0Ijyzg-u,Kdmft68SccSrz-Q7twTemA_BHUIMbfuK6ITbrQOm1442lmQ,x-b6k9sATQcJQXokvN8ZK2eBedgin347wHSyd1YL7QYCa88VjuJW4Gxo_n89oVFe_IOWOUCpc2NURQ
247,xiaoxiang,ADC, EDward Gaming,China,Grandmaster,610,EDG JUNJIA,vnu3E61IB4ug65HCum1vSL3a2A-GfRUTk2tNsUxGlkKdIbcdlZSBXhNF,-6EfKB1IYsRiruEYq8QChOTIgEN6zNuX-OKdxa9jKoo-OiM,7RZwr52YHSIWwTHRzKVHr1PovnP2C3oD5OUvQ2fM2xK6U6bW5cJTUmqjsuSg212DPMx0cxDMr19Haw
248,Maestro,Support, Vici Gaming,China,Grandmaster,608,BlackrAbb1t,A5Uf8lrZYOcrKchPN6VUGhvVt8b9Y5TKAFNJ7DvA-dn71Mr-fdri19NS,QF4Ll4YIpV0qwNwS8piHJmVtTaW6uLPN2RXYTj0z6Gu64Kk,N13oFdWpuhOLq1iDIL_5d0KCG9wwqB7NLrx9I5suxDS673ahI_VQkyf9oNIpL9b9q0E7qtXp98ZAsA
250,New,Top, Royal Never Give Up,China,Grandmaster,605,gbzj,_Dcx7reEEmiP-OEaVEgQyHf63uUoJg8B5bOJpnq7ZAhIJkU,HU5cd5YCLCI8KHEU94YpFu2KPJJOtrW8y85F1HM6dvLl0UI,V9N3tqYyA28ZnLcXWs6v6b8FE7ZQXhX9_v0oFp-aPj4svgVWu6PaC5oKNMosh_oCt7RLnb1UL_hfJQ
251,Blessing,Support, Team Dynamics Academy,Korea,Grandmaster,604,DYN Blessing,k42vNpm8v7giSs3G1uPCPFHd-6FJ-NpQyQkD8WNUEcUAeyHE-fsrX0ny,2ZQfC_kmLhBUMisb2Jh67QGL51tZ1zhvX8SRCkCF6rog9lU,i4J_Zvl_niHu9ftf0285Vz8m55qdGOiicozE5kgEgHf6OLlyKttPytZAb4tzvpNhvJ2KRmO9bYyMpg
252,Loken,ADC, JD Gaming,China,Grandmaster,604,로커니눈깜띠기,0eBlqSR7AXQRExGSiMD4En93nvDI8RC6qiIHphN2A6XlFUSCrEYtZxf0,sMf-C2A6R_N3aGb2ZwRAO-jj79Si68IjkHxKoqnFPRQ6Tmo,Puxow91E3HK6XkVpKkh36rcr0RjWN_EFY0Q7JU4gtX5ByXb3UE8K04o1CoPWzxw-Yev4T354vLgRrA
253,gyuvee,Top,No Team,Korea,Grandmaster,600,FA gyuvee,F00FKPjqhRRvKtsDF5MHvkOW7V80nmYLjF2kORmX8GmnGBU,waN460NIr_uHLz4JeAA4E3ToM3y47xkd0e6EsRE-RUrwqmY,BCZUtbcx0wEFZ0LknYOnvupmgm5yEPM2hDVotRC86QCC-tZvIFn_VHz5iGIvXz_dzrFmgSePmwjqbA
254,Xiaopeng,Jungle, TT,China,Grandmaster,595,jug242,7t22GNKzw_p8IxmK3YWmDACkxdQgqwhJ6vE7Qi5xMBK1K0fRbQr-IrC1,2wtQGPpiQ1MXM0wKwG2NlxA_of6snhp6yn1_LXxlISVGRoM,Xz9Qqpb_MQwIHtOD575HCDW6F1FhT1jiEgith-p_WeX-2mljgh50KeG7nHPajw1IEVlXGBubeh4Viw
255,Thanatos,Top, DAMWON Gaming Academy,Korea,Grandmaster,594,DGA Thanatos,if4bc21jiIr6sR3Vz7ZBkCKbMkNMGCSOs7hiWIyZODA8if4,O4IeQ91zIzD5OVbHDSxqo9QB4o_cMFULBlrpdr9W_PTXoBc,0VTxP0XF9YbE4mSo8gxBv7xa03Jy_JdC_0_bM8Yn1bV5yvnDg4LsKn4qKOuNk8r1XYCUtWHrBncc_Q
256,Quid,Mid, Gen.G Academy,Korea,Grandmaster,593,Gen G Quid,cKbiG1Jn_3MAhWcuUag8iTNDedX4CUmlXDdYGyMtziOFYi0mnsf-by-u,IsBQUvndd937fm-b3kJvCvdLsOY1c3XYlnTZUZpQDL2us5s,GjuvY50pVLuMwN2x_kOOmA7U3C7hwUM_JgBMyIzDfHmbUCCKdlCbPoKdvVgoUdS4-EgRGwCt9yumzw
257,Moojin,Jungle,No Team,Korea,Grandmaster,590,52791553,jrES1vNwqbncxLUHf38WKzF_DFth2JzBRWvWgND7V_6Ni1w,h_8JOOoQXjItJZ2m53xZNUSyoV9-Sc78-t2yFf0ECkximOk,7VBgcGxjbupsThH8ZnexO0KyJJOScQcjfbyIA_0lJTnjVFpiegSfU3jrxoJzPW0cCnZ_s0cb8S_sJA
258,Mowgli,Jungle, T1 Academy,Korea,Grandmaster,589,m0wgli,pnkZXsiAvkdklNTZHFfxdZOGtwsTHJpyqE1FLRSAOlGRUjQ,jtchveyd6p2TGUO7Eyj0jkMQDlE_LkmyReRyYZKD99w3lAc,GDEvYt3ZGk2GUtIlYWH5TXjOJdcvTa5vrI_vDLLczpLoeVtzXs_rCUf2ckawNHFfSIIesCnylMsAKg
259,PREP,Jungle, hyFresh Blade Academy,Korea,Grandmaster,589,프랩1,ir0fLDQH9ugB1MpP2JTcoVQm7CdWdzybIjuIXIgFkOEmOIg,gzbhn-s8guSIi3zJjVzpdZtpIupAgvleaj0LeuIJduSfxZg,gZaFE-UgFcthxuegsi1Pqgal19_7IACyDHO5TH5Zhcq0abl_x321lb6DqRJvkWm8s_iWKdSWWkG6rQ
260,Becca,Support, DRX,Korea,Grandmaster,572,DRX Becca,KFLsGfY6mRSW6bX3bYmTeSwGlehK-uPhEK6yULexifQxhfLAnVELFL1q,v5D86kqQpt2_M6-8fnNkaaYO-FhPCm4dplYKwpH9CS3flJs,T2xJnmnkYcJSLFlFR8dpd1Fl65qtdJtAZ7ey94HS2652nAQG_OadgY1GHBkNmGwCqNz9je3Prx_u1Q
261,Moo,ADC,No Team,Korea,Grandmaster,571,SeIma,kVQCMk0edhCfneznIYrf2A--yoUqv-8fUU3WRMqQWwgAwUaE6_-dJ-i6,8hORX4dyIyCM55QutpTLOhb9IicL5pihDSf6ktS0svuVxoM,3_YWvmd8c5QJPAEOJz5WjuPiHD2SeIYljtqiDAge47f2dE5ix80BsMxO4GtWIYbGbrqsRGHM-ykgpQ
262,Kanavi,Jungle, JD Gaming,China,Grandmaster,563,Kanavi,RBk_KFUcNWPETsFo5tkm6ORsfDNFWjDFFZMU4hbAVu3pYhIh77fFKwSk,D-gURUSCv0RXBODDV4MTuaEYbdLy1BD1Tb5RV7Kf_sFrBa4,p7moS--pSfIglgO8YZzrmSKKOdz778cIgzUxuL2Uv6Fn8dkB70GpeKuxHUyCBISOLT9lK98GKBxgtA
